Filename,Start Time (s),End Time (s),Detected Feature
GE_M1_5ml.wav,5.909478458049887,6.431927437641724,Energy
GE_M1_5ml.wav,8.370793650793651,10.994648526077098,Energy
GE_M1_5ml.wav,1560.8685714285714,2540.495238095238,Envelope
GE_M1_5ml.wav,3030.366621315193,3050.161632653061,Envelope
GE_M1_5ml.wav,3297.28,3314.1725170068025,Envelope
GE_M1_5ml.wav,3316.1346031746034,3318.3404988662132,Envelope
GE_M1_5ml.wav,3320.407074829932,3324.0061678004536,Envelope
GE_M1_5ml.wav,4294.0313832199545,4294.995011337868,Envelope
GE_M1_5ml.wav,4580.716553287982,4585.615963718821,Envelope
GE_M1_5ml.wav,4587.113650793651,4589.180226757369,Envelope
GE_M1_5ml.wav,4617.624671201814,4623.998548752835,Envelope
GE_M1_5ml.wav,5633.637006802721,5661.988571428571,Envelope
GE_M1_5ml.wav,5664.542766439909,5851.022222222222,Envelope
GE_M1_5ml.wav,3.030204081632653,4.934240362811791,Spectral Flux
GE_M1_5ml.wav,4.957460317460318,5.897868480725624,Spectral Flux
GE_M1_5ml.wav,5.921088435374149,6.42031746031746,Spectral Flux
GE_M1_5ml.wav,6.466757369614513,8.359183673469389,Spectral Flux
GE_M1_5ml.wav,8.382403628117913,8.93968253968254,Spectral Flux
GE_M1_5ml.wav,8.962902494331066,10.983038548752834,Spectral Flux
GE_M1_5ml.wav,11.017868480725623,11.017868480725623,Spectral Flux
